id	nm	lat	lon	countryCode
1849519	Tsuyama	35.05	134	JP
1850152	Tokuyama	34.05	131.8167	JP
1856775	Miyakonojo	31.73333	131.0667	JP
2112656	Ichinoseki	38.91667	141.1333	JP
1926020	Uwajima	33.22375	132.56	JP
1850499	Tatsuno	34.86667	134.55	JP
1851032	Takaoka	36.75	137.0167	JP
1853483	Oyama	36.3	139.8	JP
1858311	Kurashiki	34.58333	133.7667	JP
1859307	Kitakyushu	33.83333	130.8333	JP
1861968	Ichikawa	35.71972	139.9247	JP
1858296	Kure	34.23333	132.5667	JP
1858910	Komatsu	36.40263	136.4509	JP
1858088	Kurume	33.31667	130.5167	JP
1848445	Yatsushiro	32.5	130.6	JP
2112539	Iwaki	37.05	140.8833	JP
1856243	Nagahama	35.38333	136.2667	JP
1854703	Ogaki	35.35	136.6167	JP
1850091	Tomioka	36.25	138.9	JP
2111781	Nagai	38.10361	140.035	JP
2130534	Bibai	43.32472	141.8586	JP
1859175	Kobayashi	31.98333	130.9833	JP
1853066	Sakurai	34.5	135.85	JP
1859675	Kawanishi	34.81667	135.4167	JP
1848573	Yanagawa	33.16667	130.4	JP
1861107	Izumi	34.48333	135.4333	JP
1855078	Noda	35.94111	139.8581	JP
1847968	Zushi	35.29167	139.5856	JP
1907301	Toda	35.80944	139.6925	JP
2130421	Date	42.46806	140.8681	JP
2110560	Yamada	39.46667	141.95	JP
1859094	Koga	33.73333	130.4667	JP
2128574	Otaru	43.18944	141.0022	JP
1855189	Nishio	34.86667	137.05	JP
1860871	Kadoma	34.73333	135.5833	JP
1861095	Izumiotsu	34.5	135.4	JP
1849831	Toyooka	35.53333	134.8333	JP
1859492	Kikuchi	32.98333	130.8167	JP
1858926	Komaki	35.28333	136.9167	JP
1896348	Hikari	33.955	131.95	JP
1857519	Matsumoto	36.23333	137.9667	JP
1848188	Yoshikawa	35.88528	139.8394	JP
1852357	Shimoda	34.66667	138.95	JP
1859908	Kashiwazaki	37.36667	138.55	JP
2129537	Kitami	43.80306	143.8908	JP
1857568	Matsubara	34.56667	135.55	JP
2129163	Mombetsu	44.3525	143.3525	JP
1848439	Yawata	34.87009	135.7027	JP
1856367	Musashino	35.70611	139.5594	JP
2111884	Miyako	39.63667	141.9525	JP
1850523	Tateyama	34.98333	139.8667	JP
2110498	Yonezawa	37.91667	140.1167	JP
1861528	Inuyama	35.37995	136.9429	JP
1859765	Katsuyama	36.06173	136.501	JP
2110735	Tono	39.31667	141.5333	JP
1856068	Nago	26.58806	127.9761	JP
1861400	Ishii	34.06667	134.4333	JP
1853140	Sakata	38.91667	139.855	JP
1850600	Tarui	35.36667	136.5333	JP
1863611	Godo	35.41667	136.6	JP
1851155	Takahama	34.91667	136.9833	JP
1849661	Tsukumi	33.07056	131.8572	JP
1861835	Iizuka	33.63333	130.6833	JP
1859405	Kiryu	36.4	139.3333	JP
1864180	Enzan	35.7	138.7333	JP
1862540	Hirakata	34.81352	135.6491	JP
1850746	Tamamura	36.3	139.1167	JP
1852595	Shibukawa	36.48333	139	JP
2129218	Yoichi	43.20389	140.7703	JP
1859116	Kodaira	35.72639	139.4839	JP
2110774	Togane	35.55	140.3667	JP
1852964	Sano	36.31667	139.5833	JP
1858964	Kokubunji	35.70222	139.4756	JP
1855395	Nikko	36.75	139.6167	JP
2110729	Toride	35.9	140.0833	JP
1863173	Hanyu	36.16667	139.5333	JP
2112444	Kamaishi	39.26667	141.8833	JP
1853081	Saku	36.21667	138.4833	JP
2110480	Yotsukaido	35.65	140.1667	JP
1851883	Shiraoka	36.01667	139.6667	JP
1856977	Mishima	35.11667	138.9167	JP
1858445	Kuki	36.06667	139.6667	JP
1850708	Tanabe	33.73333	135.3667	JP
1863082	Hashimoto	34.31667	135.6167	JP
1852472	Shimada	34.81667	138.1833	JP
1848774	Yaizu	34.86667	138.3333	JP
1854747	Odawara	35.25556	139.1597	JP
1863310	Hamada	34.88333	132.0833	JP
1847963	Atsugi	35.43889	139.3597	JP
1851002	Takasaki	36.33333	139.0167	JP
1857665	Marugame	34.28333	133.7833	JP
1854444	Ojiya	37.3	138.8	JP
1861207	Iwakura	35.28333	136.8667	JP
1854384	Okaya	36.05659	138.0451	JP
1858866	Komono	35	136.5167	JP
1849788	Tsubame	37.65	138.9333	JP
1851137	Takahashi	34.78333	133.6167	JP
1860341	Kamo	37.65	139.05	JP
1855095	Nobeoka	32.58333	131.6667	JP
1851259	Tahara	34.66667	137.2667	JP
2128787	Odate	40.26861	140.5683	JP
2110744	Tomiya	38.39306	140.8861	JP
1864549	Chiryu	35	137.0333	JP
1862636	Hikone	35.25	136.25	JP
1857062	Mino	35.53333	136.9167	JP
1907165	Kunitachi	35.67444	139.435	JP
1854905	Numata	36.63333	139.05	JP
1853662	Otake	34.2	132.2167	JP
2110994	Shizukuishi	39.68333	140.9833	JP
2111310	Otsuchi	39.36667	141.9	JP
2112823	Hanamaki	39.38333	141.1167	JP
1851125	Takaishi	34.51667	135.4333	JP
1852663	Seto	35.23333	137.1	JP
1849782	Tsubata	36.66667	136.7333	JP
1850860	Takehara	34.33833	132.9167	JP
1849094	Usuki	33.10806	131.7878	JP
1860626	Kameyama	34.85	136.45	JP
2111008	Shisui	35.71667	140.2667	JP
1862462	Hiratsuka	35.32306	139.3422	JP
1861436	Isesaki	36.31667	139.2	JP
2110506	Yokote	39.3	140.5667	JP
2128983	Nayoro	44.35056	142.4578	JP
2112758	Higashine	38.43889	140.4006	JP
1907307	Kimitsu	35.32528	139.8911	JP
2130332	Fukagawa	43.70806	142.0392	JP
1856434	Murakami	38.23333	139.4833	JP
1851282	Tadotsu	34.275	133.75	JP
2111827	Motegi	36.51667	140.1833	JP
1856199	Nagaoka	37.45	138.85	JP
1862010	Ibusuki	31.23333	130.65	JP
1897590	Kaita	34.36667	132.55	JP
1854093	Omura	32.92139	129.9539	JP
1865401	Akune	32.01667	130.2	JP
1857208	Minamata	32.21667	130.4	JP
1858041	Kushikino	31.71667	130.2667	JP
1854849	Obama	35.49576	135.746	JP
2111016	Shiroishi	38.00333	140.6183	JP
1859088	Koganei	35.69139	139.5011	JP
1860635	Kameoka	35	135.5833	JP
1853008	Sanda	34.88333	135.2333	JP
1863482	Gyoda	36.13333	139.45	JP
2110460	Yuzawa	39.16667	140.5	JP
1854405	Okawa	33.2	130.35	JP
1848096	Yuki	36.3	139.8833	JP
1856569	Moriyama	35.06667	135.9833	JP
1850396	Tenri	34.58333	135.8333	JP
1855670	Nanao	37.05	136.9667	JP
2112141	Koriyama	37.4	140.3833	JP
1847947	Shingu	33.73333	135.9833	JP
1860785	Kainan	34.15	135.2	JP
1863693	Gamagori	34.83333	137.2333	JP
2110629	Ushiku	35.96667	140.1333	JP
1855753	Nakatsugawa	35.48333	137.5	JP
1860672	Kamakura	35.30889	139.5503	JP
2111248	Sagae	38.3725	140.2725	JP
1853338	Sabae	35.94647	136.185	JP
1863418	Hagi	34.4	131.4167	JP
1854979	Nonoichi	36.53333	136.6167	JP
2129870	Iwamizawa	43.20028	141.7597	JP
1851368	Suwa	36.03799	138.1131	JP
1849539	Tsushima	35.16667	136.7167	JP
2111836	Mooka	36.43333	140.0167	JP
1852588	Shibushi	31.46667	131.105	JP
1857712	Makurazaki	31.26667	130.3167	JP
1851273	Tagawa	33.63333	130.8	JP
1855134	Nishiwaki	34.98333	134.9667	JP
2111831	Moriya	35.93333	140	JP
2112664	Ichihara	35.51667	140.0833	JP
2112455	Kakuda	37.96667	140.7833	JP
1862992	Hayama	35.26667	139.5833	JP
1849237	Uozu	36.8	137.4	JP
2112576	Ishinomaki	38.41667	141.3	JP
2112343	Kasama	36.38333	140.2667	JP
2112555	Itako	35.93333	140.55	JP
1856881	Mitsukaido	36.01667	139.9833	JP
2112989	Daigo	36.76667	140.35	JP
1863440	Hachioji	35.65583	139.3239	JP
1863341	Hakui	36.88333	136.7833	JP
1861838	Iiyama	36.85	138.3667	JP
1850818	Taketoyo	34.85	136.9167	JP
1863917	Fukuyama	34.48333	133.3667	JP
1863023	Hatogaya	35.83417	139.7364	JP
2112802	Hasaki	35.73333	140.8333	JP
1851307	Tachikawa	35.69278	139.4181	JP
1850892	Takayama	36.13333	137.25	JP
1849845	Toyokawa	34.81667	137.4	JP
1858428	Kumagaya	36.13333	139.3833	JP
1853237	Saiki	32.95	131.9	JP
1865309	Anan	33.91667	134.65	JP
1853992	Onomichi	34.41667	133.2	JP
1862505	Hirara	24.8	125.2833	JP
1864873	Ayabe	35.3	135.25	JP
1852003	Shiojiri	36.1	137.9667	JP
2130146	Kazuno	40.18361	140.7872	JP
1862198	Honjo	36.23333	139.1833	JP
1849592	Tsuruga	35.64547	136.0558	JP
